,C18358,C18359,C3659,CPt91,R181.96,R249.97,R265.95,R290.96,H19127,H19137,H19144,H19147,chimp.expressed,rhesus.expressed,human.expressed,chimp.specific,rhesus.specific,human.specific
ENSG00000232622,0,17,37,36,0,0,0,0,0,0,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000232671,0,0,0,0,0,0,0,0,8,17,10,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000232728,43,224,195,102,0,0,0,0,167,108,185,354,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000232887,0,0,0,0,8,66,0,0,48,56,40,82,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000233016,0,19,26,22,0,0,33,0,20,21,27,20,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000233135,39,140,89,75,0,0,0,0,24,43,40,36,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000233137,27,85,150,66,0,0,1,1,217,168,317,356,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000233148,0,51,55,0,1,40,55,33,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000233197,0,0,2,0,26,0,18,33,11,34,2,38,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000233325,0,0,0,0,13,21,51,0,0,0,0,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000233461,22,30,37,25,0,23,0,1,35,41,92,69,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000233589,29,5,24,0,0,15,0,0,4,4,15,12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000233789,0,0,0,0,0,0,0,0,8,10,4,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000233805,29,0,57,23,9,0,0,0,39,28,63,63,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000234016,8,19,35,20,2,0,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000234044,73,83,305,354,0,1,4,0,181,219,306,244,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000234061,9,20,66,20,0,0,0,0,22,36,36,55,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000234184,0,0,0,0,0,0,0,0,0,10,7,81,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000234271,32,17,28,57,0,0,0,0,1,16,26,12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000234274,0,4,2,0,1,22,0,17,0,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000234327,0,32,27,28,14,0,0,0,6,4,23,22,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000234444,0,0,4,0,8,0,0,0,2,10,10,10,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000234613,40,21,88,16,238,253,321,179,0,1,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000234684,0,133,96,49,8,17,0,79,0,7,7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000234912,12,0,4,0,0,14,0,0,15,11,12,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000234965,13,0,7,0,0,0,0,0,26,4,14,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000235013,11,13,12,109,16,0,0,0,7,1,7,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000235034,25,147,62,46,17,37,17,41,0,0,0,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000235098,0,0,0,0,14,48,0,19,0,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000235119,0,1,1,0,0,0,0,0,15,0,15,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000235137,0,0,6,0,232,19,320,104,3,0,7,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000235226,2,0,1,1,734,33,57,43,0,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000235437,23,92,32,0,15,58,0,0,24,12,32,51,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000235576,14,194,36,0,99,13,23,48,1,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000235823,23,52,62,26,0,0,0,1,71,68,72,138,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000235829,0,1,0,1,0,0,0,0,13,1,17,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000235838,0,1,1,0,350,258,257,156,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000235947,9,140,76,425,0,0,1,0,41,11,79,37,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000236182,30,42,55,9,0,0,0,1,30,10,31,31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000236352,0,0,0,0,49,219,173,31,0,0,6,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000236420,14,0,53,10,0,0,0,0,46,75,74,97,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000236537,12,0,25,0,0,47,0,52,15,4,17,23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000236674,18,11,62,12,0,1,1,0,59,35,134,116,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000236682,0,0,2,0,0,0,0,0,0,16,6,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000236810,0,0,0,0,0,0,0,1,20,25,19,14,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000236982,63,35,83,84,1,0,0,0,21,4,22,24,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000237036,0,0,27,33,46,67,28,23,35,38,66,37,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000237154,0,0,8,0,42,41,27,31,3,0,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000237252,0,13,20,5,0,0,0,0,12,17,16,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000237298,23,66,19,53,0,0,0,0,14,30,0,17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000237317,17,0,48,0,51,54,92,83,21,14,19,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000237372,109,127,211,337,0,0,0,0,21,10,22,51,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000237520,0,0,0,0,0,0,0,0,18,0,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000237542,0,7,3,0,0,0,0,0,34,25,44,95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000237631,0,17,1,0,1,3,0,1,22,33,28,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000237638,43,37,32,12,0,0,0,0,9,0,17,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000237686,0,0,0,0,0,17,0,15,12,2,13,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000237848,0,6,21,10,0,0,2,0,30,5,18,33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000237857,0,0,0,0,0,0,0,0,7,0,2,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000237922,13,0,23,0,0,0,0,0,3,20,27,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000238038,70,90,154,198,0,0,0,0,6,11,24,9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000238051,0,0,0,0,80,69,22,0,11,5,25,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000238123,6,20,49,12,0,0,1,0,1,0,6,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000238164,0,0,10,4,0,0,0,0,4,12,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000238199,28,45,215,128,0,0,0,0,51,155,130,125,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000238363,9,6,0,13,0,2,1,0,8,10,6,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000238648,0,0,25,11,0,26,0,0,1,10,5,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000238754,33,186,163,105,33,59,69,74,0,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000239127,0,5,6,11,0,0,1,0,2,3,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000239208,0,0,0,19,52,30,24,47,34,18,5,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000239282,0,20,47,49,23,0,0,86,7,8,9,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000239305,0,0,9,0,34,50,16,0,9,0,12,13,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000239337,1,1,0,0,18,17,3,27,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000239352,20,66,101,30,0,1,0,0,56,10,17,46,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000239386,3,31,48,2,0,0,0,0,83,6,25,19,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000239445,5,0,23,26,0,0,0,0,4,22,28,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000239805,17,53,51,52,1,12,0,0,1,0,8,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000240088,0,0,0,0,10,9,7,4,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000240474,3,20,14,2,43,17,20,29,1,0,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000241049,11,36,37,6,0,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000241218,0,14,0,0,170,100,110,33,5,4,4,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000241258,23,0,59,0,27,0,48,0,36,10,26,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000241468,180,539,536,452,0,41,0,18,535,347,937,847,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000241535,13,0,12,0,53,56,34,16,29,24,85,47,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000241666,11,18,22,0,0,21,0,10,5,5,23,13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000241697,12,102,32,19,0,25,0,12,47,48,47,17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000241836,0,0,1,0,0,0,0,0,12,0,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000241929,0,24,23,0,34,61,88,42,8,8,24,32,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000241962,0,20,6,0,18,53,57,57,5,16,9,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000241978,1,23,31,21,0,0,54,0,45,67,72,102,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000241990,0,15,9,21,0,0,0,0,3,0,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000242003,1,12,4,6,0,0,1,1,0,0,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000242065,0,0,0,0,15,13,37,14,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000242216,15,0,12,16,0,1,0,1,0,0,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000242258,0,0,4,0,0,0,0,0,27,40,36,24,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000242265,8,0,50,0,137,0,145,91,34,43,52,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000242439,1,1,5,1,0,9,0,1,142,111,160,251,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000242444,0,0,9,0,0,0,0,0,18,4,8,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000242550,175,22,728,126,19,0,0,0,598,178,319,528,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000242634,0,19,3,25,0,1,0,1,23,44,75,114,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000242798,17,0,5,0,0,0,0,24,4,7,0,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000243056,32,42,10,0,0,0,0,0,29,9,17,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000243364,32,63,117,34,0,0,0,0,93,92,50,64,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000243406,0,0,4,0,59,20,12,57,4,15,0,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000243449,44,279,424,336,0,26,0,0,43,43,84,99,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000243508,25,24,81,43,0,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000243618,354,686,760,61,0,0,1,2,26,12,23,23,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000243989,0,78,20,33,8,0,0,0,10,4,10,20,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000244145,11,55,31,17,0,0,0,0,2,1,4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000244348,9,35,44,44,0,0,0,0,5,11,12,21,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000244389,8,27,47,85,11,9,5,7,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000244422,0,0,0,0,600,679,1475,815,1,1,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000244497,3,9,11,3,0,1,0,0,3,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000245060,0,0,6,0,0,0,1,0,119,76,138,95,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000245602,0,0,0,0,0,0,0,0,19,43,25,24,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000245648,19,1,13,0,0,0,0,0,5,4,4,7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000246032,0,0,0,0,0,20,42,570,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000246046,0,19,9,0,68,43,20,0,4,7,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000246067,0,0,0,0,0,0,0,0,0,2,17,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000247095,6,32,50,29,18,0,0,0,11,43,37,27,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000247217,1,20,7,0,0,0,0,0,3,0,13,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000247774,1,43,69,0,20,0,0,0,10,2,4,42,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000248092,25,0,62,63,0,0,0,0,43,36,53,67,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000248235,0,8,27,1,54,0,25,10,6,0,0,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000248281,0,12,7,13,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000248286,0,0,0,0,113,132,276,128,1,0,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000248309,0,21,33,161,0,0,0,0,15,6,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000248329,0,0,0,0,0,0,0,0,19,62,35,122,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000248387,0,30,10,0,0,0,0,0,8,9,6,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000248448,39,249,216,80,0,0,1,0,41,26,80,54,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000248503,25,0,8,21,0,0,0,0,16,12,7,14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000248867,18,18,14,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000249229,0,2,1,0,30,97,0,21,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000249405,21,0,10,17,0,0,0,0,21,8,6,9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000249526,0,0,0,0,72,45,0,14,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000249898,1,36,83,54,0,0,0,1,0,0,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000249959,10,0,124,370,0,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000250009,0,0,0,0,598,591,817,560,22,44,56,62,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000250045,0,0,5,0,7,0,3,2,44,33,54,107,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000250094,4,0,6,0,1,0,28,59,4,12,22,26,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000250155,0,0,0,0,0,0,0,0,43,41,49,50,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000250162,0,0,0,0,0,0,0,0,18,5,12,12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000250330,27,54,68,17,1,0,0,0,22,23,45,44,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000250479,68,114,187,127,0,17,0,88,74,25,111,62,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000250636,0,0,44,29,0,0,0,0,123,16,34,49,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000250751,30,149,61,0,0,0,0,0,31,54,37,66,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000251203,0,2,14,10,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000251230,0,0,0,17,0,0,0,0,4,8,8,14,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000251332,0,0,1,1,120,152,59,47,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000251550,40,0,17,27,0,0,0,1,3,0,19,23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000251594,1,0,0,0,99,47,52,94,13,10,19,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000251992,0,0,0,0,10,0,17,13,6,0,17,11,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000252010,28,25,8,14,0,4,2,0,1,2,10,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000252213,15,21,18,18,0,0,1,1,1,2,5,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000252311,0,0,0,0,2,7,9,3,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000253018,14,0,1,1,0,0,0,0,3,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000253242,0,0,0,0,19,13,0,39,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000253250,0,0,28,10,30,0,0,39,92,4,37,181,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000253346,14,71,110,70,0,0,1,0,33,22,54,84,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000253435,110,13,112,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000253522,24,24,80,36,0,1,1,0,81,25,45,33,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000253543,5,34,20,40,0,0,0,0,21,27,25,10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000253558,0,1,1,0,153,109,134,72,73,18,34,148,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000253650,0,0,7,0,1,37,0,11,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000253716,0,1,12,0,0,0,0,0,7,41,51,47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000253760,20,26,24,28,0,0,0,0,25,15,65,51,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000253772,19,55,28,51,0,0,0,0,11,30,40,40,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000253801,20,30,74,40,0,0,0,0,7,27,36,14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000253813,0,0,12,26,0,0,0,0,41,11,36,41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000253907,0,0,33,0,29,16,26,30,0,1,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000253991,188,219,343,171,1,0,0,0,143,106,190,179,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000254004,0,0,12,0,43,32,47,40,14,0,13,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000254006,0,0,0,20,0,0,0,0,49,84,22,51,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000254102,64,164,55,222,0,0,28,0,70,97,74,136,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000254316,0,1,1,15,271,218,168,302,2,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000254465,0,0,7,0,0,0,0,0,15,15,55,38,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000254635,37,32,29,0,0,19,0,0,15,26,11,30,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000254667,44,300,154,118,0,20,0,41,0,13,10,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000254726,14,12,8,0,0,0,0,12,0,0,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000254748,1,15,40,39,3,0,0,0,0,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000254755,0,0,4,0,237,359,365,178,2,5,2,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000254802,0,0,0,0,0,0,0,9,25,15,36,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000254969,0,18,24,69,0,0,0,0,31,90,75,30,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000255022,0,0,0,0,234,84,0,65,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000255051,0,0,0,0,89,184,151,124,0,1,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000255337,0,22,11,0,104,179,239,148,4,15,3,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000255521,0,100,20,0,26,0,110,70,0,0,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000255857,0,0,82,8,0,0,0,0,36,34,39,46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000255949,4,14,46,0,0,0,0,47,14,1,18,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000256092,10,0,25,82,0,0,0,0,0,8,17,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000256157,0,0,29,0,41,14,0,0,12,11,15,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000256159,0,0,0,0,96,41,44,129,0,0,4,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000256262,0,0,7,0,0,0,0,0,21,23,82,37,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000256302,14,0,19,19,0,0,0,0,12,35,16,19,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000256594,27,139,101,0,0,0,22,16,4,0,21,17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000256674,1,0,1,3,3,1,0,0,57,73,115,96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000256681,0,0,0,0,28,0,36,35,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000256720,55,114,135,139,0,3,0,0,57,104,97,117,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000256817,0,0,0,0,0,0,0,0,45,68,45,53,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000257037,0,12,3,0,59,28,33,44,0,0,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000257086,0,0,0,0,33,0,58,11,3,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000257169,0,0,0,1,31,26,29,11,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000257221,29,0,34,0,13,56,1,47,7,3,3,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000257359,0,59,26,0,32,0,0,38,33,17,20,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000257390,143,333,230,197,7,0,20,0,98,29,185,189,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000257408,35,29,29,22,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000257855,31,39,22,6,41,161,0,0,9,7,8,32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000258148,0,0,12,30,0,0,0,0,10,12,11,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000258206,26,31,40,0,12,0,0,0,35,11,24,23,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000258401,14,1,44,19,0,0,3,0,15,20,25,46,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000258456,0,13,40,0,29,118,18,66,0,2,8,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000258458,0,0,4,0,85,43,66,0,3,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000258563,0,7,64,65,0,0,1,0,32,49,96,95,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000258650,31,155,243,94,2,0,0,0,17,26,45,90,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000258657,0,0,6,0,99,41,65,1,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ENSG00000258704,13,0,17,81,0,0,0,0,0,0,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000258737,0,15,23,25,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000258739,340,1109,1376,512,0,0,0,0,17,10,9,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000258956,55,196,256,140,1,0,0,0,165,112,280,228,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000258965,34,0,37,0,0,24,0,0,27,37,23,103,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
